-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 12/31/2020 through 01/01/2022 
Location: Latitude  0.8018   Longitude 127.9988 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 293.87 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,MIN,WS10M,WS50M
2021,3,8,10,30,2.8558319163217254,2.925684202898362
2021,3,8,10,40,2.9220126378345137,2.9881580627948283
2021,3,8,10,50,2.9864980660032945,3.049261910216668
2021,3,8,11,0,3.05,3.11
2021,3,8,11,10,3.113090336311401,3.1711775781887517
2021,3,8,11,20,3.175781360683622,3.232803855658068
2021,3,8,11,30,3.237945456177628,3.294689034490899
2021,3,8,11,40,3.299455005854384,3.356643316770199
2021,3,8,11,50,3.3601823927748535,3.418476904578915
2021,3,8,12,0,3.42,3.48
2021,3,8,12,10,3.4786753322520716,3.540921001648667
2021,3,8,12,20,3.53555638089844,3.6005410942691727
2021,3,8,12,30,3.5898862589677605,3.6580596591380385
2021,3,8,12,40,3.640908079488691,3.7126760775317855
2021,3,8,12,50,3.687864955489886,3.763589730726933
2021,3,8,13,0,3.73,3.81
2021,3,8,13,10,3.7666990754210565,3.8512495263276962
2021,3,8,13,20,3.7979190416485467,3.887253989487467
2021,3,8,13,30,3.823759507951327,3.918072328956948
2021,3,8,13,40,3.8443200835982587,3.9437634842137745
2021,3,8,13,50,3.8597003778581964,3.964386394735581
2021,3,8,14,0,3.87,3.98
2021,3,8,14,10,3.875361699397038,3.9907475597072204
2021,3,8,14,20,3.876100785840711,3.9971096144476306
2021,3,8,14,30,3.8725757092269304,3.999651025034172
2021,3,8,14,40,3.865144919451611,3.9989366522797867
2021,3,8,14,50,3.854166866410664,3.9955313569974162
2021,3,8,15,0,3.84,3.99
2021,3,8,15,10,3.823335608472277,3.982982457065649
2021,3,8,15,20,3.806196333507134,3.9754186638331275
2021,3,8,15,30,3.7909376551409504,3.968323570906368
2021,3,8,15,40,3.779915053410113,3.962712128889306
2021,3,8,15,50,3.7754840083510013,3.959599288385873
2021,3,8,16,0,3.78,3.96
2021,3,8,16,10,3.7939810518990384,3.964637426845005
2021,3,8,16,20,3.810595361612238,3.9730675820717196
2021,3,8,16,30,3.8211736702092653,3.9845546913403607
2021,3,8,16,40,3.81704671875979,3.9983629803111436
2021,3,8,16,50,3.789545248333479,4.013756674644286
2021,3,8,17,0,3.73,4.03
2021,3,8,17,10,3.6331938876352723,4.046477094813597
2021,3,8,17,20,3.5077185163402125,4.063051748620743
2021,3,8,17,30,3.365617664021988,4.079707663732197
2021,3,8,17,40,3.218935108587766,4.096428542458718
2021,3,8,17,50,3.0797146279447145,4.1131980871110665
2021,3,8,18,0,2.96,4.13
2021,3,8,18,10,2.868891545708022,4.146491230937649
2021,3,8,18,20,2.8037157582121,4.161021719741611
2021,3,8,18,30,2.758855673702786,4.171614653730858
2021,3,8,18,40,2.72869432837063,4.176293220224359
2021,3,8,18,50,2.7076147584061845,4.173080606541084
2021,3,8,19,0,2.69,4.16
2021,3,8,19,10,2.671239929532641,4.135706129583961
2021,3,8,19,20,2.650751784144723,4.1013798909313355
2021,3,8,19,30,2.6289596411668716,4.058833721344375
2021,3,8,19,40,2.6062875779297165,4.009880058125332
2021,3,8,19,50,2.583159671763883,3.956331338576457
2021,3,8,20,0,2.56,3.9
2021,3,8,20,10,2.537167254679932,3.842489806282066
2021,3,8,20,20,2.5147585866904913,3.784569827644161
2021,3,8,20,30,2.492805761629728,3.7268004608916434
2021,3,8,20,40,2.471340545095692,3.669742102829872
2021,3,8,20,50,2.450394702686433,3.613955150264205
2021,3,8,21,0,2.43,3.56
2021,3,8,21,10,2.410183644340225,3.508362423065556
2021,3,8,21,20,2.390954609834055,3.4592296873809127
2021,3,8,21,30,2.3723173123142187,3.412714435089054
2021,3,8,21,40,2.354276167613445,3.3689293083329623
2021,3,8,21,50,2.3368355915644634,3.3279869492556173
2021,3,8,22,0,2.32,3.29
2021,3,8,22,10,2.3039500198110225,3.2553105014557167
2021,3,8,22,20,2.2895711221214397,3.225178089498858
2021,3,8,22,30,2.2779249891133997,3.201091798752141
2021,3,8,22,40,2.270073302969048,3.1845406638382827
2021,3,8,22,50,2.2670777458705325,3.177013719379997
2021,3,8,23,0,2.27,3.18
2021,3,8,23,10,2.2795255356749466,3.194377052593064
2021,3,8,23,20,2.294834975754262,3.218576473142176
2021,3,8,23,30,2.314732731232185,3.2504183699023814
2021,3,8,23,40,2.3380232131029572,3.2877228511287253
2021,3,8,23,50,2.363510832360816,3.3283100250762496
2021,3,9,0,0,2.39,3.37
2021,3,9,0,10,2.416466356007713,3.4109775844683274
2021,3,9,0,20,2.4425704563429975,3.450886388302811
2021,3,9,0,30,2.468144085957861,3.489734721638333
2021,3,9,0,40,2.493019029804312,3.5275308946097828
2021,3,9,0,50,2.517027072834356,3.5642832173520427
2021,3,9,1,0,2.54,3.6
2021,3,9,1,10,2.561784966220132,3.634582979903998
2021,3,9,1,20,2.58229060628116,3.667507603276215
2021,3,9,1,30,2.601440924936372,3.698142743544286
2021,3,9,1,40,2.619159926939057,3.72585727413585
2021,3,9,1,50,2.6353716170425034,3.7500200684785425
2021,3,9,2,0,2.65,3.77
2021,3,9,2,10,2.663014149482131,3.7854590144342013
2021,3,9,2,20,2.6745634148286612,3.7972313467404826
2021,3,9,2,30,2.684842214296652,3.8064443041845237
2021,3,9,2,40,2.694044966143166,3.8142251940320047
2021,3,9,2,50,2.7023660886252614,3.821701323548604
2021,3,9,3,0,2.71,3.83
2021,3,9,3,10,2.717130658073568,3.83996985124809
2021,3,9,3,20,2.723900178848641,3.8513447875396363
2021,3,9,3,30,2.7304402178770206,3.86358003971762
2021,3,9,3,40,2.736882430710506,3.8761308386250217
2021,3,9,3,50,2.7433584729008995,3.888452415104822
2021,3,9,4,0,2.75,3.9
2021,3,9,4,10,2.7568428478532288,3.9102634324252934
2021,3,9,4,20,2.7635395734804797,3.918870984582455
2021,3,9,4,30,2.7696469141952678,3.9254855369449966
2021,3,9,4,40,2.7747216073111085,3.929769969986429
2021,3,9,4,50,2.778320390141514,3.9313871641802596
2021,3,9,5,0,2.78,3.93
2021,3,9,5,10,2.7793405431061124,3.9254579005322205
2021,3,9,5,20,2.776015601303516,3.9183564593157287
2021,3,9,5,30,2.769722125341909,3.909477812502393
2021,3,9,5,40,2.76015706597099,3.8996040962440817
2021,3,9,5,50,2.747017373940454,3.889517446692661
2021,3,9,6,0,2.73,3.88
2021,3,9,6,10,2.710100535277881,3.8717012617421225
2021,3,9,6,20,2.6935091324165703,3.8647402151916674
2021,3,9,6,30,2.687714584437097,3.8591032130454312
2021,3,9,6,40,2.7002056843604922,3.8547766080002117
2021,3,9,6,50,2.738471225207783,3.8517467527528026
2021,3,9,7,0,2.81,3.85
2021,3,9,7,10,2.9186832417082913,3.8494500154622573
2021,3,9,7,20,3.0540219431042788,3.8497197169546427
2021,3,9,7,30,3.201919536909702,3.8503593353158827
2021,3,9,7,40,3.348279455846304,3.8509191013847057
2021,3,9,7,50,3.479005132635823,3.850949245999836
2021,3,9,8,0,3.58,3.85
2021,3,9,8,10,3.6409535349259925,3.8476746023347803
2021,3,9,8,20,3.6666993914626134,3.843788324397175
2021,3,9,8,30,3.665857267924094,3.838209445691039
2021,3,9,8,40,3.647046862624666,3.8308062457202285
2021,3,9,8,50,3.6188878738785575,3.8214470039885975
2021,3,9,9,0,3.59,3.81
2021,3,9,9,10,3.5671785445136677,3.796333056680108
2021,3,9,9,20,3.5499212317860107,3.780312170641847
2021,3,9,9,30,3.5359013913939212,3.7618028819199623
2021,3,9,9,40,3.5227923529142946,3.7406707305491977
2021,3,9,9,50,3.5082674459240226,3.7167812565642957
2021,3,9,10,0,3.49,3.69
2021,3,9,10,10,3.466489694426746,3.6605116894633105
2021,3,9,10,20,3.4395416073192737,3.6297778078502536
2021,3,9,10,30,3.411787166500223,3.5995790266291117
2021,3,9,10,40,3.3858577997922343,3.5716960172681675
2021,3,9,10,50,3.3643849350179473,3.547909451235703
2021,3,9,11,0,3.35,3.53
2021,3,9,11,10,3.3448256407423163,3.5194905558370206
2021,3,9,11,20,3.3489493759739375,3.516872894253434
2021,3,9,11,30,3.361949942605191,3.5223810115635903
2021,3,9,11,40,3.3834060775464025,3.536248904081837
2021,3,9,11,50,3.4128965177078965,3.558710568122524
2021,3,9,12,0,3.45,3.59
2021,3,9,12,10,3.4940688537151043,3.6299520131145346
2021,3,9,12,20,3.5435497776738685,3.6768046892100843
2021,3,9,12,30,3.5966630630790153,3.728396927116527
2021,3,9,12,40,3.65162900113327,3.782567625663743
2021,3,9,12,50,3.706667883039357,3.8371556836816074
2021,3,9,13,0,3.76,3.89
2021,3,9,13,10,3.8102415369898583,3.939405095408547
2021,3,9,13,20,3.85759225407133,3.9855379785358607
2021,3,9,13,30,3.902647805078747,4.029031279970302
2021,3,9,13,40,3.9460038438464435,4.070517630300232
2021,3,9,13,50,3.9882560242087504,4.110629660114012
2021,3,9,14,0,4.03,4.15
2021,3,9,14,10,4.07163166499213,4.189140568214245
2021,3,9,14,20,4.112747872707482,4.228080433683517
2021,3,9,14,30,4.152745716605997,4.26672795300227
2021,3,9,14,40,4.191022290147627,4.304991482764967
2021,3,9,14,50,4.226974686792313,4.342779379566057
2021,3,9,15,0,4.26,4.38
2021,3,9,15,10,4.289852173411995,4.416578928030775
2021,3,9,15,20,4.317712551395045,4.45251065710045
2021,3,9,15,30,4.345119328497263,4.487806908020618
2021,3,9,15,40,4.373610699266755,4.5224794016028715
2021,3,9,15,50,4.404724858251631,4.556539858658801
2021,3,9,16,0,4.44,4.59
2021,3,9,16,10,4.479422604322854,4.622599275218214
2021,3,9,16,20,4.516772292082707,4.652988049025797
2021,3,9,16,30,4.544276969404952,4.6795444149152585
2021,3,9,16,40,4.554164542414986,4.700646466379107
2021,3,9,16,50,4.538662917238205,4.7146722969098525
2021,3,9,17,0,4.49,4.72
2021,3,9,17,10,4.4031981500373325,4.715523971096373
2021,3,9,17,20,4.284457539533393,4.702203813463032
2021,3,9,17,30,4.142772793882934,4.68151543231835
2021,3,9,17,40,3.987138538480714,4.654934732880703
2021,3,9,17,50,3.8265493987214843,4.623937620368461
2021,3,9,18,0,3.67,4.59
2021,3,9,18,10,3.525099610342637,4.554471507062963
2021,3,9,18,20,3.393916068302249,4.518196697122078
2021,3,9,18,30,3.2771318550633146,4.48189385581134
2021,3,9,18,40,3.1754294518103108,4.446281268764752
2021,3,9,18,50,3.0894913397277133,4.412077221616305
2021,3,9,19,0,3.02,4.38
2021,3,9,19,10,2.967005260443977,4.350664074725848
2021,3,9,19,20,2.9280263354057636,4.3242686573079165
2021,3,9,19,30,2.8999497858638095,4.300909144436284
2021,3,9,19,40,2.8796621727965652,4.280680932801034
2021,3,9,19,50,2.864050057182479,4.263679419092246
2021,3,9,20,0,2.85,4.25
2021,3,9,20,10,2.8350737923259035,4.239677749589201
2021,3,9,20,20,2.8195341456302554,4.232506451424037
2021,3,9,20,30,2.8043190014814487,4.228219566443522
2021,3,9,20,40,2.7903663014478766,4.226550555586669
2021,3,9,20,50,2.778613987097929,4.227232879792491
2021,3,9,21,0,2.77,4.23
2021,3,9,21,10,2.7651995702524137,4.234606408398837
2021,3,9,21,20,2.7638370820732185,4.240890722181129
2021,3,9,21,30,2.765274208210397,4.248712589789635
2021,3,9,21,40,2.768872621411933,4.257931659667113
2021,3,9,21,50,2.773993994425806,4.268407580256315
2021,3,9,22,0,2.78,4.28
2021,3,9,22,10,2.7863964451829646,4.292637357556201
2021,3,9,22,20,2.793265674225022,4.306523252444046
2021,3,9,22,30,2.800834165676963,4.321930074397942
2021,3,9,22,40,2.80932839808958,4.339130213152297
2021,3,9,22,50,2.8189748500136615,4.358396058441514
2021,3,9,23,0,2.83,4.38
2021,3,9,23,10,2.84259427864536,4.40414971693192
2021,3,9,23,20,2.8568039247303996,4.430794045820469
2021,3,9,23,30,2.8726391290817506,4.459817112618597
2021,3,9,23,40,2.8901100825260473,4.491103043279262
2021,3,9,23,50,2.9092269758899194,4.524535963755411
2021,3,10,0,0,2.93,4.56
2021,3,10,0,10,2.9522542180133753,4.5971526636050095
2021,3,10,0,20,2.9750741824089375,4.634745008718525
2021,3,10,0,30,2.9973593179960343,4.671301475127667
2021,3,10,0,40,3.0180090495840135,4.705346502619549
2021,3,10,0,50,3.0359228019822195,4.735404530981288
2021,3,10,1,0,3.05,4.76
2021,3,10,1,10,3.059361071523364,4.777887776796194
2021,3,10,1,20,3.0640104567449633,4.788744437823949
2021,3,10,1,30,3.0641735989341115,4.792476986870735
2021,3,10,1,40,3.0600759413601253,4.7889924277240254
2021,3,10,1,50,3.0519429272923166,4.77819776417129
2021,3,10,2,0,3.04,4.76
2021,3,10,2,10,3.024514458856135,4.734490673654661
2021,3,10,2,20,3.0059210276482493,4.702499462207903
2021,3,10,2,30,2.9846962862675195,4.6650405773893935
2021,3,10,2,40,2.961316814605119,4.6231282309287955
2021,3,10,2,50,2.936259192552221,4.577776634555777
2021,3,10,3,0,2.91,4.53
2021,3,10,3,10,2.882951463422471,4.4805847137703525
2021,3,10,3,20,2.8552683956250045,4.429405861492591
2021,3,10,3,30,2.8270412559958125,4.376110703571696
2021,3,10,3,40,2.798360503923107,4.320346500412647
2021,3,10,3,50,2.7693165987950987,4.261760512420422
2021,3,10,4,0,2.74,4.2
2021,3,10,4,10,2.7104852430095407,4.134929730523195
2021,3,10,4,20,2.680783167629514,4.067284499229146
2021,3,10,4,30,2.650888689749234,3.9980166083238267
2021,3,10,4,40,2.6207967252580135,3.9280783600132145
2021,3,10,4,50,2.590502190045165,3.8584220565032807
2021,3,10,5,0,2.56,3.79
2021,3,10,5,10,2.5293668237986306,3.723585253025763
2021,3,10,5,20,2.4990063412643515,3.6592339193686114
2021,3,10,5,30,2.469403985007255,3.5968228631330006
2021,3,10,5,40,2.441045187637436,3.5362289484233913
2021,3,10,5,50,2.4144153817649867,3.477329039344239
2021,3,10,6,0,2.39,3.42
2021,3,10,6,10,2.3687604247589036,3.3642477758922764
2021,3,10,6,20,2.353561837683455,3.310594638111232
2021,3,10,6,30,2.347745370221748,3.2596919391441737
2021,3,10,6,40,2.3546521538218745,3.2121910314784112
2021,3,10,6,50,2.377623319931928,3.1687432676012506
2021,3,10,7,0,2.42,3.13
2021,3,10,7,10,2.4832766623509435,3.0965532730347647
2021,3,10,7,20,2.561561122816646,3.068757898556837
2021,3,10,7,30,2.6471145341057545,3.0469093802903067
2021,3,10,7,40,2.7321980489269184,3.031303221959264
2021,3,10,7,50,2.8090728199887844,3.022234927287799
2021,3,10,8,0,2.87,3.02
2021,3,10,8,10,2.909429222133622,3.024631724561259
2021,3,10,8,20,2.9305640414203347,3.035114508402163
2021,3,10,8,30,2.9387964933552344,3.0501705396946006
2021,3,10,8,40,2.939518613433416,3.0685220066104604
2021,3,10,8,50,2.938122437149973,3.088891097321631
2021,3,10,9,0,2.94,3.11
2021,3,10,9,10,2.949423115781239,3.1308920509424243
2021,3,10,9,20,2.966182711502017,3.151895178945625
2021,3,10,9,30,2.9889494924733078,3.1736584609312923
2021,3,10,9,40,3.0163941640060865,3.196830973821118
2021,3,10,9,50,3.0471874314113254,3.2220617945367906
2021,3,10,10,0,3.08,3.25
2021,3,10,10,10,3.1138042406673496,3.281151923520899
2021,3,10,10,20,3.148779186645673,3.3154529239634876
2021,3,10,10,30,3.1854055367515355,3.3526956165802284
2021,3,10,10,40,3.2241639898015007,3.3926726166235865
2021,3,10,10,50,3.265535244612134,3.4351765393460227
2021,3,10,11,0,3.31,3.48
2021,3,10,11,10,3.3577210326604754,3.5267687734925013
2021,3,10,11,20,3.407589430804182,3.574441273348575
2021,3,10,11,30,3.4581783605205536,3.621809072747792
2021,3,10,11,40,3.5080609878990248,3.6676637448697234
2021,3,10,11,50,3.555810479029029,3.710796862893936
2021,3,10,12,0,3.6,3.75
2021,3,10,12,10,3.639478295357418,3.7843192788053974
2021,3,10,12,20,3.674196423470936,3.813819019679253
2021,3,10,12,30,3.704381021166253,3.8388180924286037
2021,3,10,12,40,3.73025872526907,3.8596353668604872
2021,3,10,12,50,3.7520561726050863,3.8765897127819406
2021,3,10,13,0,3.77,3.89
2021,3,10,13,10,3.784365785909857,3.900213370545172
2021,3,10,13,20,3.7956248753120803,3.9076900553418246
2021,3,10,13,30,3.804297554814437,3.9129185575377963
2021,3,10,13,40,3.8109041110246973,3.916387380280925
2021,3,10,13,50,3.815964830550629,3.918585026719047
2021,3,10,14,0,3.82,3.92
2021,3,10,14,10,3.82338263507723,3.921030942717623
2021,3,10,14,20,3.82589666787334,3.921717055249749
2021,3,10,14,30,3.8271787595759994,3.922007677420214
2021,3,10,14,40,3.8268655713728825,3.921852149052855
2021,3,10,14,50,3.8245937644516594,3.9211998099715055
2021,3,10,15,0,3.82,3.92
2021,3,10,15,10,3.8130295997071504,3.9182554511769343
2021,3,10,15,20,3.8048625272686376,3.916182464399925
2021,3,10,15,30,3.796987406881565,3.9140507327813494
2021,3,10,15,40,3.7908928627430343,3.912129949433587
2021,3,10,15,50,3.7880675190501454,3.9106898074690113
2021,3,10,16,0,3.79,3.91
2021,3,10,16,10,3.796674892020098,3.9098824377598316
2021,3,10,16,20,3.80206063045952,3.9083679019653714
2021,3,10,16,30,3.7986216128977426,3.90303939145439
2021,3,10,16,40,3.7788222369142455,3.8914799050646556
2021,3,10,16,50,3.7351269000885057,3.8712724416339364
2021,3,10,17,0,3.66,3.84
2021,3,10,17,10,3.548604165545794,3.7959647977837463
2021,3,10,17,20,3.4068949508932875,3.740345927738593
2021,3,10,17,30,3.2435261415274677,3.6750417014010917
2021,3,10,17,40,3.0671515229333224,3.601950430307793
2021,3,10,17,50,2.8864248805958375,3.522970425995246
2021,3,10,18,0,2.71,3.44
2021,3,10,18,10,2.5451584457967296,3.354638000734817
2021,3,10,18,20,2.393692899300668,3.267285424117295
2021,3,10,18,30,2.256023820992389,3.178043802941242
2021,3,10,18,40,2.1325716713524696,3.0870146700004706
2021,3,10,18,50,2.0237569108614815,2.994299558088787
2021,3,10,19,0,1.93,2.9
2021,3,10,19,10,1.8511324216376608,2.8042331992769887
2021,3,10,19,20,1.78462974820034,2.7071790424588977
2021,3,10,19,30,1.7273785745029753,2.6090330868339393
2021,3,10,19,40,1.6762654953605056,2.5099908896903287
2021,3,10,19,50,1.628177105587868,2.410248008316277
2021,3,10,20,0,1.58,2.31
2021,3,10,20,10,1.529432238023,2.209771794749823
2021,3,10,20,20,1.4774177375276043,2.1114058134545264
2021,3,10,20,30,1.4257118809957097,2.017073849723002
2021,3,10,20,40,1.376070050909213,1.9289476971641446
2021,3,10,20,50,1.330247629750011,1.8491991493868463
2021,3,10,21,0,1.29,1.78
2021,3,10,21,10,1.256694181825896,1.72292962172372
2021,3,10,21,20,1.2301437461336888,1.6771977037229993
2021,3,10,21,30,1.2097739015141866,1.6414215142740527
2021,3,10,21,40,1.1950098565581988,1.6142183216530948
2021,3,10,21,50,1.1852768198565338,1.5942053941363392
2021,3,10,22,0,1.18,1.58
2021,3,10,22,10,1.178513256895639,1.570268977614558
2021,3,10,22,20,1.1797850557154197,1.5638774457275522
2021,3,10,22,30,1.1826925129475443,1.5597400931807877
2021,3,10,22,40,1.1861127450802147,1.556771608816071
2021,3,10,22,50,1.1889228686016329,1.5538866814752066
2021,3,10,23,0,1.19,1.55
2021,3,10,23,10,1.1885120498508082,1.5442815048550877
2021,3,10,23,20,1.1847901050787069,1.5369221429964248
2021,3,10,23,30,1.1794560466956359,1.528368113002798
2021,3,10,23,40,1.1731317557135348,1.519065613452994
2021,3,10,23,50,1.1664391131443432,1.5094608429257994
2021,3,11,0,0,1.16,1.5
2021,3,11,0,10,1.154336691849277,1.4910772251873154
2021,3,11,0,20,1.1495730424882715,1.4828784267311954
2021,3,11,0,30,1.145733300269912,1.4755374548080213
2021,3,11,0,40,1.1428417135471276,1.469188159594176
2021,3,11,0,50,1.1409225306728472,1.4639643912660416
2021,3,11,1,0,1.14,1.46
2021,3,11,1,10,1.1400208123817135,1.4573355203215768
2021,3,11,1,20,1.1406214286719114,1.4556382241528687
2021,3,11,1,30,1.1413607522247164,1.4544820677651167
2021,3,11,1,40,1.1417976863942512,1.4534410074295612
2021,3,11,1,50,1.1414911345346381,1.452088999417442
2021,3,11,2,0,1.14,1.45
2021,3,11,2,10,1.1370615401053505,1.446895508341193
2021,3,11,2,20,1.1331264280092683,1.4430871951758484
2021,3,11,2,30,1.1288236908312224,1.4390342741315116
2021,3,11,2,40,1.1247823556906829,1.4351959588357277
2021,3,11,2,50,1.121631449707119,1.4320314629160422
2021,3,11,3,0,1.12,1.43
2021,3,11,3,10,1.1203441383079955,1.4294342981655042
2021,3,11,3,20,1.122428414846572,1.4301611432918864
2021,3,11,3,30,1.1258444844503943,1.4318808357088368
2021,3,11,3,40,1.1301840019541296,1.4342936757460465
2021,3,11,3,50,1.1350386221924427,1.437099963733204
2021,3,11,4,0,1.14,1.44
2021,3,11,4,10,1.1447100548108158,1.4427747064041994
2021,3,11,4,20,1.1490117644562972,1.4455274909158666
2021,3,11,4,30,1.1527983713672003,1.4484423830331405
2021,3,11,4,40,1.1559631179742813,1.4517034122541617
2021,3,11,4,50,1.158399246708296,1.4554946080770683
2021,3,11,5,0,1.16,1.46
2021,3,11,5,10,1.1609545313376308,1.4654853947362174
2021,3,11,5,20,1.162635638439351,1.472543707859463
2021,3,11,5,30,1.1667120300808043,1.4818496321586003
2021,3,11,5,40,1.1748524150376345,1.4940778604224934
2021,3,11,5,50,1.1887255020854852,1.5099030854400055
2021,3,11,6,0,1.21,1.53
2021,3,11,6,10,1.2398051531719945,1.5546355665027838
2021,3,11,6,20,1.2771123484529658,1.582445825794431
2021,3,11,6,30,1.3203535083095828,1.6116590883324586
2021,3,11,6,40,1.3679605552085152,1.6405036645743847
2021,3,11,6,50,1.4183654116164313,1.6672078649777262
2021,3,11,7,0,1.47,1.69
2021,3,11,7,10,1.5211211522706887,1.7074075244378342
2021,3,11,7,20,1.5692853381191576,1.719154470444297
2021,3,11,7,30,1.6118739366808645,1.725264014511566
2021,3,11,7,40,1.6462683270912684,1.725759333131821
2021,3,11,7,50,1.6698498884858275,1.7206636027972395
2021,3,11,8,0,1.68,1.71
2021,3,11,8,10,1.675154682189696,1.6940676690792138
2021,3,11,8,20,1.6579685212926278,1.6742696257617173
2021,3,11,8,30,1.6321507449669599,1.6522848536212784
2021,3,11,8,40,1.6014105808708567,1.6297923362316673
2021,3,11,8,50,1.5694572566624823,1.6084710571666512
2021,3,11,9,0,1.54,1.59
2021,3,11,9,10,1.5161304893408993,1.575812539986053
2021,3,11,9,20,1.4984702063399624,1.5663596191014297
2021,3,11,9,30,1.487023083451297,1.5618465710033214
2021,3,11,9,40,1.48179305312901,1.56247872934892
2021,3,11,9,50,1.4827840478272087,1.5684614277954159
2021,3,11,10,0,1.49,1.58
2021,3,11,10,10,1.5036103974837451,1.597450689495095
2021,3,11,10,20,1.5244469496438193,1.6217733793140476
2021,3,11,10,30,1.5535069212278527,1.6540788623654363
2021,3,11,10,40,1.5917875769834742,1.695477931557839
2021,3,11,10,50,1.6402861816583139,1.7470813797998344
2021,3,11,11,0,1.7,1.81
2021,3,11,11,10,1.771418661464862,1.8848013687002343
2021,3,11,11,20,1.8530012543440193,1.9698801969757136
2021,3,11,11,30,1.9426992316372922,2.0630879795349335
2021,3,11,11,40,2.0384640463445005,2.1622762110863913
2021,3,11,11,50,2.1382471514654635,2.2652963863385813
2021,3,11,12,0,2.24,2.37
2021,3,11,12,10,2.34196495665681,2.4745475394076717
2021,3,11,12,20,2.4435480329801056,2.578335462412729
2021,3,11,12,30,2.5444461522229798,2.68106921949483
2021,3,11,12,40,2.644356237638525,2.782454261133636
2021,3,11,12,50,2.742975212479835,2.882196037808806
2021,3,11,13,0,2.84,2.98
2021,3,11,13,10,2.935165956352346,3.075619584780191
2021,3,11,13,20,3.028362169291117,3.1690001755955968
2021,3,11,13,30,3.119516159470791,3.2601351424857485
2021,3,11,13,40,3.2085554475458458,3.3490178554901795
2021,3,11,13,50,3.2954075541707564,3.4356416846484197
2021,3,11,14,0,3.38,3.52
2021,3,11,14,10,3.462139736452327,3.602001899249346
2021,3,11,14,20,3.5411514380035767,3.681219390760444
2021,3,11,14,30,3.616239209893857,3.7571402105621763
2021,3,11,14,40,3.686607157363281,3.8292520946834268
2021,3,11,14,50,3.751459385651959,3.897042779153074
2021,3,11,15,0,3.81,3.96
2021,3,11,15,10,3.8618306533939024,4.017715410815024
2021,3,11,15,20,3.9081431898056915,4.070196335436706
2021,3,11,15,30,3.9505270009537834,4.117554015265545
2021,3,11,15,40,3.99057147855659,4.159899691702043
2021,3,11,15,50,4.029866014332525,4.197344606146696
2021,3,11,16,0,4.07,4.23
2021,3,11,16,10,4.110815427749847,4.25769201304612
2021,3,11,16,20,4.14516469166255,4.279106378603849
2021,3,11,16,30,4.164152786291014,4.292643728375644
2021,3,11,16,40,4.158884706188141,4.296704694063964
2021,3,11,16,50,4.120465445906836,4.289689907371263
2021,3,11,17,0,4.04,4.27
2021,3,11,17,10,3.912176154125235,4.236516537000502
2021,3,11,17,20,3.7460128583589283,4.190044816814572
2021,3,11,17,30,3.554111853882165,4.131871071231882
2021,3,11,17,40,3.349074881876033,4.063281532042109
2021,3,11,17,50,3.1435036835216166,3.985562431034924
2021,3,11,18,0,2.95,3.9
2021,3,11,18,10,2.7786744001936614,3.8080010982111343
2021,3,11,18,20,2.6296727637906296,3.711455094878608
2021,3,11,18,30,2.500649798180327,3.6123719866968265
2021,3,11,18,40,2.389260210752174,3.5127617703601954
2021,3,11,18,50,2.2931587088955916,3.414634442563118
2021,3,11,19,0,2.21,3.32
2021,3,11,19,10,2.1374780969519747,3.230229070154963
2021,3,11,19,20,2.0734442346267037,3.144134803670998
2021,3,11,19,30,2.015788953396529,3.0598909819808107
2021,3,11,19,40,1.962402793633792,2.9756713865171114
2021,3,11,19,50,1.9111762957108351,2.889649798712605
2021,3,11,20,0,1.86,2.8
2021,3,11,20,10,1.8073391379243666,2.7056659545023467
2021,3,11,20,20,1.7539577051099642,2.608672357104068
2021,3,11,20,30,1.701194388233559,2.5118140853799282
2021,3,11,20,40,1.650387873971919,2.417886016904694
2021,3,11,20,50,1.6028768490018102,2.3296830292531294
2021,3,11,21,0,1.56,2.25
2021,3,11,21,10,1.5228875735727816,2.1811348896134275
2021,3,11,21,20,1.4918360560445527,2.1233979901349533
2021,3,11,21,30,1.4669334936692362,2.076602676499476
2021,3,11,21,40,1.4482679327007564,2.0405623236418924
2021,3,11,21,50,1.4359274193930363,2.0150903064971013
2021,3,11,22,0,1.43,2.0
2021,3,11,22,10,1.4302772344511738,1.9947018944513526
2021,3,11,22,20,1.4353647373784935,1.9969949416153798
2021,3,11,22,30,1.443571637089497,2.004275208622171
2021,3,11,22,40,1.453207061891724,2.013938762601813
2021,3,11,22,50,1.462580140092712,2.0233816706843935
2021,3,11,23,0,1.47,2.03
2021,3,11,23,10,1.4737349701040052,2.0311223473959794
2021,3,11,23,20,1.4718901796266601,2.0238074285887135
2021,3,11,23,30,1.4625299579727757,2.005046489011842
2021,3,11,23,40,1.4437186345471638,1.9718307740990055
2021,3,11,23,50,1.4135205387546348,1.9211515292838448
2021,3,12,0,0,1.37,1.85
2021,3,12,0,10,1.312329181429102,1.7571513085573227
2021,3,12,0,20,1.2441115811519041,1.648516084770508
2021,3,12,0,30,1.1700585310194003,1.531788835330462
